49,54,50,51,51
50,53,56,50,52
52,54,51,52,49
52,51,52,53,50
52,51,55,49,47
51,53,51,51,52
54,51,50,52,55
57,50,51,51,51
51,53,51,50,54
46,53,51,51,49
54,51,51,51,53
55,50,53,47,53
52,53,51,53,51
53,50,52,54,50
52,52,53,51,49
51,52,49,51,52
50,52,51,52,48
53,53,54,49,53
49,53,51,51,52
53,48,51,54,50
53,53,52,52,54
51,52,50,53,54
52,50,50,50,50
54,49,52,53,49
49,52,52,45,52
51,51,53,51,48
50,51,51,50,48
49,51,53,50,50
50,48,51,50,52
54,54,49,50,50
49,53,50,52,50
50,53,55,50,51
58,51,52,50,51
51,49,53,52,54
51,50,49,50,49
50,55,52,51,56
53,48,46,51,51
53,51,52,54,54
53,53,51,50,53
51,50,51,47,51
54,51,50,51,54
51,53,54,49,51
52,51,53,50,48
51,50,48,53,48
52,54,51,49,51
52,50,50,49,52
52,53,49,55,53
52,48,52,51,49
51,49,53,52,53
48,52,53,52,50
49,47,49,51,51
50,51,49,52,52
51,50,51,53,52
53,55,51,51,49
49,48,52,49,48
53,51,52,53,52
49,52,51,50,51
51,53,46,51,56
55,54,54,54,50
51,47,54,52,51
51,49,50,48,50
49,53,48,52,50
50,49,53,52,56
55,49,53,51,52
51,50,50,50,51
52,51,51,52,50
52,50,51,51,53
53,49,47,49,51
53,51,54,53,51
53,52,51,48,52
51,50,50,55,52
51,51,50,53,52
53,53,52,49,54
51,51,54,51,52
51,51,49,54,51
54,51,52,54,54
54,51,52,49,52
51,52,50,47,53
53,53,52,52,50
50,54,49,52,56
50,52,50,50,53
49,51,50,51,48
54,52,51,55,51
50,53,47,51,55
50,51,53,50,50
50,50,52,52,51
51,51,51,54,51
50,49,50,55,51
53,54,47,49,53
52,50,54,54,52
50,53,51,49,50
53,52,52,53,52
53,49,52,52,51
52,50,52,51,53
50,49,54,51,53
48,48,50,52,52
52,51,48,51,53
53,55,55,51,53
50,52,51,48,54
52,52,50,53,52
53,55,48,51,49
50,51,49,49,51
53,54,50,52,53
50,52,54,50,50
51,51,51,50,52
50,50,52,52,53
53,55,54,48,50
50,52,50,50,50
49,50,52,51,51
51,51,49,53,54
56,50,52,51,53
51,55,51,52,52
47,52,49,51,51
50,52,53,50,53
52,50,53,52,51
54,50,50,51,54
53,51,53,52,51
51,55,51,49,53
54,53,53,51,50
54,52,50,53,50
53,49,51,54,50
49,50,54,50,52
54,51,53,49,51
48,52,50,47,53
52,53,51,51,50
52,50,51,49,50
52,49,52,52,51
53,50,51,52,50
51,51,52,52,49
53,50,54,50,49
53,50,50,51,54
52,54,51,50,53
52,49,51,53,50
50,54,50,51,52
53,51,56,51,51
51,47,56,51,53
51,50,50,50,52
54,51,53,52,49
53,51,50,53,55
50,49,54,49,51
51,49,52,49,52
55,48,51,50,52
52,52,51,52,50
51,51,51,51,50
53,52,52,51,53
52,55,51,50,54
54,55,54,55,53
54,53,50,55,52
52,50,54,48,49
53,50,51,46,56
50,52,51,54,51
50,47,48,51,53
51,51,49,49,51
49,49,51,47,51
51,52,51,51,51
50,51,51,51,51
49,51,53,51,50
50,50,51,50,50
53,50,50,56,49
51,53,50,51,51
55,54,52,55,52
53,53,49,51,51
52,49,52,52,50
53,50,53,51,51
49,52,49,49,52
54,51,53,51,50
53,48,51,52,48
51,52,53,49,49
48,54,50,51,51
51,52,51,51,55
51,50,51,52,53
51,50,56,51,53
50,52,54,51,53
50,52,49,51,51
50,51,56,49,51
48,54,48,50,48
52,50,54,50,51
53,54,53,54,51
51,50,49,48,50
55,56,51,51,53
51,50,51,55,52
48,53,52,49,51
48,49,51,52,52
54,50,53,54,51
51,53,49,53,50
51,53,51,52,50
49,53,50,48,52
48,52,54,49,47
52,48,51,51,52
53,53,50,48,53
52,54,51,52,51
57,51,56,48,51
51,53,53,51,53
53,51,52,53,51
51,49,50,52,52
52,51,50,52,51
53,51,52,51,52
50,50,52,49,54
54,50,50,50,51
50,50,51,52,52
53,54,48,51,48
49,52,50,52,53
53,51,54,53,51
52,50,53,51,52
51,49,56,50,51
53,52,52,50,53
53,53,51,54,50
50,52,53,52,51
53,53,50,51,51
51,50,50,56,55
51,52,55,53,52
52,50,53,51,54
55,60,50,51,51
53,50,50,52,53
52,52,52,54,52
48,50,48,50,53
51,52,49,52,53
52,51,47,50,50
52,50,51,51,52
51,51,51,53,50
55,50,54,49,51
50,53,52,49,50
51,51,53,54,55
53,49,52,49,51
51,57,50,52,52
50,49,53,50,54
51,49,52,52,52
52,51,51,51,52
52,52,52,52,51
52,49,53,49,49
51,52,55,51,47
50,51,51,51,52
50,53,52,48,53
50,53,51,55,51
49,54,52,52,52
52,51,51,53,52
53,54,55,54,51
50,56,50,52,52
51,50,49,50,50
48,52,48,52,52
56,49,53,50,51
53,52,49,49,49
47,53,49,51,52
52,52,51,50,51
52,49,52,50,53
53,53,49,53,50
51,51,50,50,50
52,52,50,53,50
53,52,52,50,49
49,54,56,54,54
51,53,53,51,50
51,50,51,54,53
50,49,52,51,52
51,51,53,51,51
51,48,52,52,52
53,52,51,51,48
51,52,50,50,49
54,52,53,54,53
52,50,51,51,54
53,53,54,50,53
52,52,52,50,49
50,49,51,52,50
49,50,50,48,54
49,53,52,50,51
51,53,50,50,51
50,50,52,51,51
53,51,53,52,51
53,47,56,52,53
51,53,51,51,54
56,50,51,50,52
52,53,50,54,49
51,51,52,53,51
54,52,53,52,49
50,51,50,50,49
50,52,51,52,50
50,51,51,52,51
50,48,54,52,53
54,52,53,50,50
53,52,50,53,55
55,50,51,50,52
53,49,53,56,52
50,52,51,51,52
51,50,50,53,49
54,51,51,51,51
53,48,51,53,52
51,49,55,51,51
53,50,49,47,53
54,50,51,54,53
54,50,52,54,50
51,51,51,54,49
56,56,54,49,52
53,51,51,54,49
51,50,52,52,50
53,50,52,52,51
52,51,49,56,51
47,55,49,52,53
52,50,51,52,51
50,54,51,52,51
52,51,51,49,54
50,55,51,54,50
53,49,49,51,49
52,51,50,51,51
50,54,49,52,52
54,54,54,54,54
50,53,51,51,47
50,52,50,50,51
52,51,51,50,53
51,52,52,52,51
54,46,52,50,53
49,51,52,53,53
52,53,52,56,52
51,52,52,57,50
53,52,52,49,52
52,51,49,52,53
50,52,50,50,53
51,50,56,53,48
50,50,53,50,49
54,55,53,53,50
52,54,53,49,51
50,51,53,51,51
53,51,53,52,53
51,52,52,51,53
50,53,53,50,51
53,50,53,50,49
48,53,50,55,52
50,50,51,54,51
56,53,54,50,53
51,49,52,51,54
50,51,52,53,50
51,52,53,53,51
50,50,53,51,50
52,51,50,50,51
50,53,54,51,49
56,50,55,48,53
50,53,53,54,50
55,48,51,51,51
50,50,53,53,49
53,52,51,52,48
53,52,49,50,50
55,54,51,56,50
49,52,52,54,53
52,54,51,52,52
52,55,53,53,55
52,49,53,48,51
50,52,53,51,54
55,51,53,51,56
54,51,52,53,49
51,54,53,56,51
51,51,53,51,52
50,50,49,55,55
50,53,54,52,52
53,48,52,49,53
53,54,49,53,51
53,55,50,49,50
50,53,51,55,51
50,52,53,52,52
49,52,51,51,51
51,51,50,52,49
51,48,50,48,51
51,52,53,54,51
52,53,50,49,50
53,51,48,49,52
53,50,52,51,49
49,52,52,51,53
51,51,51,54,53
52,52,52,51,51
52,50,48,49,55
53,55,54,52,50
52,51,47,50,48
51,49,54,49,51
51,53,52,52,49
48,50,52,52,49
53,51,56,51,51
49,56,55,51,53
53,54,52,48,55
50,51,53,53,49
53,51,52,50,51
50,54,54,54,51
51,51,50,50,55
54,50,52,53,53
51,50,51,53,51
54,51,52,50,53
53,50,48,54,52
53,50,52,53,52
52,51,55,50,51
55,52,51,54,52
50,49,51,51,52
52,52,54,53,51
53,57,51,54,52
49,50,53,51,52
55,50,54,51,49
49,54,55,55,53
50,49,49,52,53
49,51,50,49,51
52,52,54,52,50
54,50,49,52,49
50,57,54,54,50
53,52,56,50,51
50,53,55,51,50
50,48,50,54,51
52,51,53,53,50
49,51,52,53,51
50,49,49,51,49
51,50,51,49,48
46,50,51,52,56
52,49,52,51,50
53,50,49,53,51
52,50,52,52,52
47,50,51,51,51
51,51,53,49,53
52,50,52,49,53
54,54,50,50,51
51,53,50,53,52
53,50,52,51,53
51,51,54,51,50
49,51,55,51,53
52,51,49,49,55
51,56,52,50,53
53,52,49,50,49
50,53,53,48,52
52,53,53,51,50
52,54,51,50,53
52,52,48,47,52
52,53,51,51,49
50,53,53,55,50
53,52,50,52,54
54,51,55,51,49
51,52,51,55,49
49,53,53,52,52
53,53,50,50,49
49,52,49,53,52
53,50,54,56,50
52,52,52,52,54
51,51,55,50,54
50,51,52,52,54
52,53,52,53,54
53,52,51,48,48
51,51,50,51,50
53,52,49,50,53
51,52,51,52,52
55,53,52,49,51
51,51,55,49,54
49,51,54,50,51
55,54,48,47,53
50,51,54,50,53
50,53,47,51,52
52,53,51,52,52
50,54,53,55,52
55,49,52,49,52
51,52,52,50,52
51,53,52,54,51
50,52,51,53,53
50,53,51,54,53
49,50,54,50,52
52,51,53,53,51
52,54,52,51,50
51,49,51,53,51
52,50,49,50,51
51,48,50,51,51
50,52,51,52,51
51,51,51,54,51
56,52,53,52,52
51,51,53,51,52
48,50,56,51,51
52,52,51,54,52
50,53,54,54,53
49,51,55,49,51
50,56,51,52,50
50,52,52,51,48
50,51,51,51,51
51,50,52,49,52
54,54,50,54,49
53,52,52,50,50
51,51,52,50,50
51,52,52,53,52
49,51,49,52,52
52,51,51,51,48
53,52,52,53,50
51,54,48,50,53
48,52,49,53,52
50,53,58,58,54
51,49,51,52,54
51,49,50,50,50
49,50,50,51,50
51,47,49,51,49
53,53,54,48,55
51,51,53,49,53
49,53,54,49,53
53,52,51,50,51
51,56,51,52,52
50,53,53,53,52
54,54,55,52,54
51,52,47,48,48
51,54,53,52,52
52,50,50,51,51
49,52,54,51,54
52,51,49,50,57
53,50,49,50,50
50,50,50,53,52
52,51,52,53,51
51,50,51,51,49
49,49,50,49,51
50,50,47,50,51
49,49,49,54,51
53,52,53,52,49
52,49,51,51,56
56,52,51,52,52
52,52,55,53,50
49,50,53,53,53
51,51,51,51,48
49,53,51,49,52
49,49,52,52,51
49,52,53,49,51
50,51,51,52,50
51,52,52,51,52
50,53,52,50,48
48,53,47,49,49
51,49,53,50,48
51,53,53,52,52
52,54,53,51,51
51,52,54,54,53
53,52,58,51,50
49,53,49,51,53
51,54,52,49,49
50,52,50,52,50
56,53,55,53,50
53,52,54,50,51
47,49,52,53,50
52,50,51,51,49
50,51,48,50,47
52,47,50,51,51
51,51,53,51,50
51,51,50,51,50
50,50,50,51,51
50,53,51,56,52
54,52,50,50,54
50,51,50,54,53
53,49,51,53,53
55,57,51,52,52
49,50,51,51,52
52,52,53,51,50
49,50,50,51,51
55,51,50,51,51
53,48,51,53,52
51,51,51,51,51
51,51,51,52,52
53,56,50,52,52
53,51,51,51,52
49,53,52,53,51
51,51,54,52,52
52,51,55,53,51
54,51,50,52,49
51,50,49,53,51
50,53,53,49,50
51,52,51,47,52
54,49,51,52,50
51,57,51,52,52
53,51,51,53,52
51,54,54,53,51
53,53,52,52,53
52,49,54,51,53
50,50,51,51,55
51,52,51,50,51
52,52,52,53,50
50,53,51,53,55
51,52,52,52,54
56,47,50,51,54
51,52,49,53,48
52,54,51,53,49
50,50,51,51,50
48,52,53,51,52
53,49,52,50,53
52,54,49,51,51
52,51,51,53,50
54,52,52,51,52
54,50,50,50,55
50,53,51,52,50
51,48,50,51,50
53,51,50,50,54
55,53,52,53,51
52,52,53,53,55
53,53,52,50,52
53,53,51,49,53
52,52,52,53,50
54,51,51,49,52
54,53,55,49,53
52,52,53,48,50
46,54,49,52,49
54,51,53,51,53
52,50,49,51,52
55,51,55,55,52
54,54,48,53,54
51,50,51,52,54
51,56,50,52,48
50,51,51,50,53
52,54,51,47,48
52,52,53,53,50
50,53,54,53,51
54,49,46,50,51
52,53,51,51,52
48,53,49,50,53
52,47,56,49,51
52,51,49,53,49
50,47,53,53,52
51,51,51,50,50
51,55,56,53,54
53,52,51,49,50
52,53,53,50,49
51,51,51,50,49
51,54,48,50,53
52,52,52,50,54
51,51,51,51,51
49,53,52,51,49
49,55,52,50,51
53,52,54,51,52
50,49,53,48,53
52,51,53,50,52
53,52,50,53,54
50,52,48,52,51
52,51,47,51,50
49,54,52,51,50
54,53,55,51,51
53,50,48,47,51
53,52,51,51,49
52,52,53,53,51
50,54,53,54,55
52,54,52,53,52
49,51,50,52,50
52,50,51,53,53
50,53,52,52,53
51,52,51,50,54
50,51,51,51,51
50,51,53,53,53
54,54,51,50,51
52,51,49,49,53
53,51,51,52,51
52,52,52,53,52
54,50,52,52,48
52,50,49,51,52
51,53,53,51,55
51,50,52,53,51
52,52,52,53,51
51,53,52,52,53
53,54,50,50,50
53,50,53,51,55
52,51,52,50,52
52,51,49,52,48
53,50,50,53,51
50,52,53,53,54
52,49,52,51,47
54,52,49,47,53
52,50,54,54,50
50,53,50,50,49
49,53,52,50,49
50,51,52,49,52
52,52,52,50,50
50,53,47,50,51
52,53,51,51,53
51,52,50,56,54
53,51,53,50,50
48,52,54,52,51
54,55,52,50,53
53,51,51,52,53
49,51,53,56,52
50,52,52,51,51
53,53,52,52,52
50,51,52,50,51
51,51,53,50,49
53,51,54,54,52
52,50,52,49,49
51,51,53,50,51
50,52,48,54,49
54,52,51,54,47
52,53,51,52,51
52,54,52,50,52
52,51,50,51,50
52,52,52,52,54
53,51,53,54,53
54,52,52,48,50
51,50,49,53,50
50,51,49,49,55
51,51,50,53,49
54,49,49,54,50
52,51,50,53,51
52,53,57,51,54
52,49,51,57,54
49,50,51,49,54
52,51,52,50,49
53,51,50,53,50
49,52,50,48,47
52,50,48,51,51
53,49,48,51,50
55,49,53,50,50
53,48,49,53,51
52,54,49,55,52
54,51,49,55,51
51,54,50,51,51
49,51,50,50,51
50,52,52,51,52
53,49,52,52,54
52,51,52,50,53
49,50,52,54,54
50,53,50,50,56
50,47,52,50,50
51,51,56,49,51
51,54,53,48,50
53,50,55,55,53
52,47,50,51,52
51,50,50,52,52
50,53,54,50,51
48,48,53,54,52
52,48,51,55,52
53,50,51,55,51
49,51,51,50,51
51,46,54,54,50
53,54,53,51,51
50,54,48,53,50
52,50,53,49,49
55,54,54,48,52
48,50,51,51,51
50,51,52,53,47
52,50,50,51,51
52,48,51,50,52
51,53,51,52,55
50,52,50,53,51
50,54,52,57,51
55,52,51,51,54
56,48,52,50,52
51,51,54,54,49
50,53,51,52,55
54,55,51,49,53
55,52,53,52,51
51,50,49,52,49
50,49,49,51,55
50,52,52,50,54
50,54,49,52,49
49,52,51,49,52
56,49,53,53,48
53,53,52,51,54
51,48,52,52,50
54,51,51,52,51
50,50,52,54,56
54,50,52,51,48
53,50,47,49,54
47,51,51,52,51
49,50,53,51,51
52,50,49,51,53
53,51,52,54,53
51,47,53,51,52
52,51,54,51,52
50,49,53,52,51
55,48,50,50,53
50,51,49,50,52
52,54,55,47,53
53,53,51,51,53
49,52,51,50,50
50,54,49,52,54
52,53,50,49,51
49,51,56,54,50
53,51,50,48,55
49,47,53,51,52
49,50,49,52,54
51,49,51,52,55
50,50,51,49,52
51,50,51,51,48
52,52,51,51,50
51,52,55,49,51
49,53,52,50,52
49,52,51,52,53
53,51,51,51,53
51,50,51,52,50
50,51,53,51,51
51,48,54,53,54
52,52,50,51,52
53,53,50,52,50
48,49,53,49,52
49,53,49,52,53
53,54,51,51,49
53,54,53,48,51
55,54,55,54,53
54,53,52,50,48
49,51,52,49,48
47,53,50,51,52
50,52,53,53,50
53,53,51,55,54
51,50,50,49,50
51,53,53,54,52
53,50,53,49,50
50,51,53,51,52
50,50,53,52,47
49,54,54,55,47
52,50,52,53,48
50,53,52,51,52
50,55,53,53,53
52,48,51,50,50
49,48,51,50,47
50,48,54,49,49
53,55,52,54,49
52,54,54,49,51
49,51,49,50,54
52,50,54,52,55
53,51,51,52,50
54,56,49,51,51
50,52,49,51,52
50,51,54,51,52
49,51,53,55,53
49,50,52,51,50
54,52,54,51,52
52,49,51,51,52
52,54,50,53,49
49,50,49,49,55
51,49,51,52,50
57,51,54,51,51
53,53,52,53,53
50,53,50,52,51
50,52,51,53,52
50,50,51,50,56
55,53,53,52,53
50,50,52,51,51
51,54,54,49,52
51,51,48,53,51
52,52,50,52,55
52,52,52,50,54
51,53,49,52,51
50,52,50,53,49
53,53,53,49,52
49,50,52,50,53
52,52,52,53,52
52,55,52,52,53
52,51,54,49,51
51,51,51,53,55
49,52,48,50,49
56,52,50,52,53
50,49,53,52,50
53,50,51,52,50
52,52,50,52,53
53,53,52,51,50
52,51,52,53,53
53,49,54,53,50
50,52,52,53,52
55,48,49,54,52
51,49,55,52,52
50,51,52,50,49
51,50,51,53,51
51,53,54,54,52
49,51,49,52,51
50,52,49,51,49
49,50,50,51,53
50,54,53,49,51
50,50,53,49,51
53,54,51,53,50
49,51,54,52,48
50,53,52,52,48
52,50,52,50,50
46,50,49,54,51
50,49,52,50,53
53,52,51,53,53
51,48,53,49,52
50,49,53,53,48
54,48,51,53,49
53,52,51,51,54
51,53,50,49,52
54,56,50,54,54
54,51,52,52,54
51,52,48,51,48
52,51,54,54,50
53,55,51,50,51
53,50,53,55,50
50,50,48,50,52
52,51,51,51,53
51,54,53,50,48
53,52,48,50,49
51,50,50,51,52
50,50,52,53,49
51,50,50,51,49
52,49,51,52,55
53,50,49,51,52
53,54,53,52,54
55,50,51,53,52
52,51,50,52,53
52,56,50,52,48
52,51,52,49,51
52,50,52,49,53
50,52,51,51,48
49,50,51,52,53
51,50,50,51,49
53,52,53,54,50
52,52,47,51,52
51,53,53,50,49
50,50,51,55,53
50,50,54,54,50
50,51,51,50,49
50,51,50,51,55
50,53,56,54,53
56,52,52,53,55
53,53,53,51,50
50,54,52,51,51
51,50,51,51,50
51,52,53,52,51
53,52,53,45,52
51,49,51,51,54
52,52,54,56,53
52,50,52,50,52
51,48,51,52,51
49,48,51,48,52
53,52,49,50,48
51,51,51,49,52
54,51,54,51,53
52,50,51,52,52
50,52,52,53,52
54,53,50,49,51
53,53,50,50,52
53,52,51,54,48
55,52,50,51,55
55,50,51,53,51
52,50,52,51,54
53,53,54,51,52
51,51,53,54,50
51,49,54,52,49
51,50,52,48,50
51,53,56,52,52
50,49,50,48,51
51,53,52,48,52
50,50,52,48,56
50,52,51,53,55
51,50,48,52,50
52,49,51,48,53
52,52,48,50,52
54,49,51,52,51
54,50,49,53,52
51,53,49,51,54
50,51,51,53,52
51,51,55,50,53
49,53,52,56,51
51,51,53,49,52
52,51,50,49,50
48,52,48,53,51
